geo,geopolitical_entity,obs_value,year,month,source
LV,Latvia,6.4,2026,3,Eurostat
MK,North Macedonia,12.0,2025,7,Eurostat
MK,North Macedonia,11.9,2025,8,Eurostat
MK,North Macedonia,11.7,2025,9,Eurostat
MK,North Macedonia,11.7,2025,10,Eurostat
MK,North Macedonia,11.2,2025,11,Eurostat
MK,North Macedonia,11.0,2025,12,Eurostat
MK,North Macedonia,10.9,2026,1,Eurostat
MK,North Macedonia,10.8,2026,2,Eurostat
MK,North Macedonia,10.7,2026,3,Eurostat
MT,Malta,2.7,2025,7,Eurostat
MT,Malta,2.7,2025,8,Eurostat
MT,Malta,2.9,2025,9,Eurostat
MT,Malta,3.1,2025,10,Eurostat
MT,Malta,3.3,2025,11,Eurostat
MT,Malta,3.4,2025,12,Eurostat
MT,Malta,3.5,2026,1,Eurostat
MT,Malta,3.5,2026,2,Eurostat
MT,Malta,3.5,2026,3,Eurostat
NL,Netherlands,3.8,2025,7,Eurostat
NL,Netherlands,3.9,2025,8,Eurostat
NL,Netherlands,4.0,2025,9,Eurostat
NL,Netherlands,4.0,2025,10,Eurostat
NL,Netherlands,4.0,2025,11,Eurostat
NL,Netherlands,4.0,2025,12,Eurostat
NL,Netherlands,4.0,2026,1,Eurostat
NL,Netherlands,4.1,2026,2,Eurostat
NL,Netherlands,4.0,2026,3,Eurostat
NL,Netherlands,3.9,2026,4,Eurostat
NO,Norway,4.4,2025,7,Eurostat
NO,Norway,4.9,2025,8,Eurostat
NO,Norway,4.8,2025,9,Eurostat
NO,Norway,4.4,2025,10,Eurostat
NO,Norway,4.6,2025,11,Eurostat
NO,Norway,4.3,2025,12,Eurostat
NO,Norway,4.6,2026,1,Eurostat
NO,Norway,4.9,2026,2,Eurostat
NO,Norway,4.9,2026,3,Eurostat
PL,Poland,3.2,2025,7,Eurostat
PL,Poland,3.2,2025,8,Eurostat
PL,Poland,3.2,2025,9,Eurostat
PL,Poland,3.2,2025,10,Eurostat
PL,Poland,3.2,2025,11,Eurostat
PL,Poland,3.2,2025,12,Eurostat
PL,Poland,3.2,2026,1,Eurostat
PL,Poland,3.2,2026,2,Eurostat
PL,Poland,3.3,2026,3,Eurostat
PT,Portugal,6.0,2025,7,Eurostat
PT,Portugal,6.0,2025,8,Eurostat
PT,Portugal,6.0,2025,9,Eurostat
PT,Portugal,5.8,2025,10,Eurostat
PT,Portugal,5.7,2025,11,Eurostat
PT,Portugal,5.6,2025,12,Eurostat
PT,Portugal,5.6,2026,1,Eurostat
PT,Portugal,5.8,2026,2,Eurostat
PT,Portugal,5.8,2026,3,Eurostat
RO,Romania,5.9,2025,7,Eurostat
RO,Romania,6.1,2025,8,Eurostat
RO,Romania,6.0,2025,9,Eurostat
RO,Romania,6.1,2025,10,Eurostat
RO,Romania,6.3,2025,11,Eurostat
RO,Romania,6.1,2025,12,Eurostat
RO,Romania,6.0,2026,1,Eurostat
RO,Romania,6.0,2026,2,Eurostat
RO,Romania,6.1,2026,3,Eurostat
SE,Sweden,8.9,2025,7,Eurostat
SE,Sweden,8.8,2025,8,Eurostat
SE,Sweden,8.7,2025,9,Eurostat
SE,Sweden,9.3,2025,10,Eurostat
SE,Sweden,9.0,2025,11,Eurostat
SE,Sweden,8.8,2025,12,Eurostat
SE,Sweden,8.1,2026,1,Eurostat
SE,Sweden,8.4,2026,2,Eurostat
SE,Sweden,9.2,2026,3,Eurostat
SE,Sweden,8.5,2026,4,Eurostat
SI,Slovenia,3.7,2025,7,Eurostat
SI,Slovenia,3.9,2025,8,Eurostat
SI,Slovenia,4.1,2025,9,Eurostat
SI,Slovenia,4.2,2025,10,Eurostat
SI,Slovenia,4.2,2025,11,Eurostat
SI,Slovenia,4.1,2025,12,Eurostat
SI,Slovenia,3.9,2026,1,Eurostat
SI,Slovenia,3.8,2026,2,Eurostat
SI,Slovenia,3.9,2026,3,Eurostat
SK,Slovakia,5.5,2025,7,Eurostat
SK,Slovakia,5.4,2025,8,Eurostat
SK,Slovakia,5.5,2025,9,Eurostat
SK,Slovakia,5.5,2025,10,Eurostat
SK,Slovakia,5.6,2025,11,Eurostat
SK,Slovakia,5.6,2025,12,Eurostat
SK,Slovakia,5.6,2026,1,Eurostat
SK,Slovakia,5.6,2026,2,Eurostat
SK,Slovakia,5.6,2026,3,Eurostat
TR,Türkiye,8.1,2025,7,Eurostat
TR,Türkiye,8.5,2025,8,Eurostat
TR,Türkiye,8.6,2025,9,Eurostat
TR,Türkiye,8.5,2025,10,Eurostat
TR,Türkiye,8.6,2025,11,Eurostat
TR,Türkiye,7.8,2025,12,Eurostat
TR,Türkiye,8.1,2026,1,Eurostat
TR,Türkiye,8.4,2026,2,Eurostat
TR,Türkiye,8.1,2026,3,Eurostat
US,United States,4.3,2025,7,Eurostat
US,United States,4.3,2025,8,Eurostat
US,United States,4.4,2025,9,Eurostat
US,United States,4.5,2025,11,Eurostat
US,United States,4.4,2025,12,Eurostat
US,United States,4.3,2026,1,Eurostat
US,United States,4.4,2026,2,Eurostat
US,United States,4.3,2026,3,Eurostat
AT,Austria,267.0,2025,7,Eurostat
AT,Austria,285.0,2025,8,Eurostat
AT,Austria,265.0,2025,9,Eurostat
AT,Austria,279.0,2025,10,Eurostat
AT,Austria,280.0,2025,11,Eurostat
AT,Austria,280.0,2025,12,Eurostat
AT,Austria,266.0,2026,1,Eurostat
AT,Austria,276.0,2026,2,Eurostat
AT,Austria,266.0,2026,3,Eurostat
BA,Bosnia and Herzegovina,174.0,2025,7,Eurostat
BA,Bosnia and Herzegovina,174.0,2025,8,Eurostat
BA,Bosnia and Herzegovina,173.0,2025,9,Eurostat
BA,Bosnia and Herzegovina,172.0,2025,10,Eurostat
BA,Bosnia and Herzegovina,171.0,2025,11,Eurostat
BA,Bosnia and Herzegovina,171.0,2025,12,Eurostat
BA,Bosnia and Herzegovina,171.0,2026,1,Eurostat
BA,Bosnia and Herzegovina,170.0,2026,2,Eurostat
BE,Belgium,333.0,2025,7,Eurostat
BE,Belgium,332.0,2025,8,Eurostat
BE,Belgium,344.0,2025,9,Eurostat
BE,Belgium,350.0,2025,10,Eurostat
BE,Belgium,350.0,2025,11,Eurostat
BE,Belgium,355.0,2025,12,Eurostat
BE,Belgium,354.0,2026,1,Eurostat
BE,Belgium,351.0,2026,2,Eurostat
BE,Belgium,349.0,2026,3,Eurostat
BG,Bulgaria,116.0,2025,7,Eurostat
BG,Bulgaria,114.0,2025,8,Eurostat
BG,Bulgaria,110.0,2025,9,Eurostat
BG,Bulgaria,104.0,2025,10,Eurostat
BG,Bulgaria,100.0,2025,11,Eurostat
BG,Bulgaria,96.0,2025,12,Eurostat
BG,Bulgaria,95.0,2026,1,Eurostat
BG,Bulgaria,96.0,2026,2,Eurostat
BG,Bulgaria,97.0,2026,3,Eurostat
CH,Switzerland,252.0,2025,7,Eurostat
CH,Switzerland,252.0,2025,8,Eurostat
CH,Switzerland,255.0,2025,9,Eurostat
CH,Switzerland,264.0,2025,10,Eurostat
CH,Switzerland,266.0,2025,11,Eurostat
CH,Switzerland,262.0,2025,12,Eurostat
CY,Cyprus,23.0,2025,7,Eurostat
CY,Cyprus,23.0,2025,8,Eurostat
CY,Cyprus,22.0,2025,9,Eurostat
CY,Cyprus,22.0,2025,10,Eurostat
CY,Cyprus,22.0,2025,11,Eurostat
CY,Cyprus,22.0,2025,12,Eurostat
CY,Cyprus,23.0,2026,1,Eurostat
CY,Cyprus,23.0,2026,2,Eurostat
CY,Cyprus,23.0,2026,3,Eurostat
CZ,Czechia,152.0,2025,7,Eurostat
CZ,Czechia,167.0,2025,8,Eurostat
CZ,Czechia,160.0,2025,9,Eurostat
CZ,Czechia,171.0,2025,10,Eurostat
CZ,Czechia,169.0,2025,11,Eurostat
CZ,Czechia,165.0,2025,12,Eurostat
CZ,Czechia,174.0,2026,1,Eurostat
CZ,Czechia,173.0,2026,2,Eurostat
CZ,Czechia,168.0,2026,3,Eurostat
DE,Germany,1665.0,2025,7,Eurostat
DE,Germany,1682.0,2025,8,Eurostat
DE,Germany,1700.0,2025,9,Eurostat
DE,Germany,1720.0,2025,10,Eurostat
DE,Germany,1740.0,2025,11,Eurostat
DE,Germany,1757.0,2025,12,Eurostat
DE,Germany,1765.0,2026,1,Eurostat
DE,Germany,1766.0,2026,2,Eurostat
DE,Germany,1760.0,2026,3,Eurostat
DK,Denmark,213.0,2025,7,Eurostat
DK,Denmark,211.0,2025,8,Eurostat
DK,Denmark,208.0,2025,9,Eurostat
DK,Denmark,221.0,2025,10,Eurostat
DK,Denmark,215.0,2025,11,Eurostat
DK,Denmark,201.0,2025,12,Eurostat
DK,Denmark,242.0,2026,1,Eurostat
DK,Denmark,250.0,2026,2,Eurostat
DK,Denmark,228.0,2026,3,Eurostat
EA21,Euro area – 21 countries (from 2026),11111.0,2025,7,Eurostat
EA21,Euro area – 21 countries (from 2026),11116.0,2025,8,Eurostat
EA21,Euro area – 21 countries (from 2026),11158.0,2025,9,Eurostat
EA21,Euro area – 21 countries (from 2026),11158.0,2025,10,Eurostat
EA21,Euro area – 21 countries (from 2026),11063.0,2025,11,Eurostat
EA21,Euro area – 21 countries (from 2026),11045.0,2025,12,Eurostat
EA21,Euro area – 21 countries (from 2026),10916.0,2026,1,Eurostat
EA21,Euro area – 21 countries (from 2026),11047.0,2026,2,Eurostat
EA21,Euro area – 21 countries (from 2026),10984.0,2026,3,Eurostat
EE,Estonia,60.0,2025,7,Eurostat
EE,Estonia,54.0,2025,8,Eurostat
EE,Estonia,53.0,2025,9,Eurostat
EE,Estonia,50.0,2025,10,Eurostat
EE,Estonia,47.0,2025,11,Eurostat
EE,Estonia,48.0,2025,12,Eurostat
EE,Estonia,46.0,2026,1,Eurostat
EE,Estonia,52.0,2026,2,Eurostat
EE,Estonia,52.0,2026,3,Eurostat
EL,Greece,421.0,2025,7,Eurostat
EL,Greece,412.0,2025,8,Eurostat
EL,Greece,414.0,2025,9,Eurostat
EL,Greece,424.0,2025,10,Eurostat
EL,Greece,403.0,2025,11,Eurostat
EL,Greece,377.0,2025,12,Eurostat
EL,Greece,382.0,2026,1,Eurostat
EL,Greece,417.0,2026,2,Eurostat
EL,Greece,436.0,2026,3,Eurostat
ES,Spain,2625.0,2025,7,Eurostat
ES,Spain,2611.0,2025,8,Eurostat
ES,Spain,2586.0,2025,9,Eurostat
ES,Spain,2550.0,2025,10,Eurostat
ES,Spain,2536.0,2025,11,Eurostat
ES,Spain,2553.0,2025,12,Eurostat
ES,Spain,2566.0,2026,1,Eurostat
ES,Spain,2587.0,2026,2,Eurostat
ES,Spain,2596.0,2026,3,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13243.0,2025,7,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13280.0,2025,8,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13317.0,2025,9,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13383.0,2025,10,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13271.0,2025,11,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13206.0,2025,12,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13073.0,2026,1,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13251.0,2026,2,Eurostat
EU27_2020,European Union - 27 countries (from 2020),13226.0,2026,3,Eurostat
FI,Finland,285.0,2025,7,Eurostat
FI,Finland,290.0,2025,8,Eurostat
FI,Finland,278.0,2025,9,Eurostat
FI,Finland,302.0,2025,10,Eurostat
FI,Finland,307.0,2025,11,Eurostat
FI,Finland,298.0,2025,12,Eurostat
FI,Finland,285.0,2026,1,Eurostat
FI,Finland,309.0,2026,2,Eurostat
FI,Finland,302.0,2026,3,Eurostat
FI,Finland,308.0,2026,4,Eurostat
FR,France,2437.0,2025,7,Eurostat
FR,France,2447.0,2025,8,Eurostat
FR,France,2483.0,2025,9,Eurostat
FR,France,2518.0,2025,10,Eurostat
FR,France,2501.0,2025,11,Eurostat
FR,France,2489.0,2025,12,Eurostat
FR,France,2466.0,2026,1,Eurostat
FR,France,2453.0,2026,2,Eurostat
FR,France,2439.0,2026,3,Eurostat
HR,Croatia,85.0,2025,7,Eurostat
HR,Croatia,85.0,2025,8,Eurostat
HR,Croatia,85.0,2025,9,Eurostat
HR,Croatia,83.0,2025,10,Eurostat
HR,Croatia,82.0,2025,11,Eurostat
HR,Croatia,81.0,2025,12,Eurostat
HR,Croatia,79.0,2026,1,Eurostat
HR,Croatia,76.0,2026,2,Eurostat
HR,Croatia,73.0,2026,3,Eurostat
HU,Hungary,212.0,2025,7,Eurostat
HU,Hungary,211.0,2025,8,Eurostat
HU,Hungary,219.0,2025,9,Eurostat
HU,Hungary,221.0,2025,10,Eurostat
HU,Hungary,215.0,2025,11,Eurostat
HU,Hungary,216.0,2025,12,Eurostat
HU,Hungary,220.0,2026,1,Eurostat
HU,Hungary,223.0,2026,2,Eurostat
HU,Hungary,214.0,2026,3,Eurostat
IE,Ireland,148.0,2025,7,Eurostat
IE,Ireland,146.0,2025,8,Eurostat
IE,Ireland,143.0,2025,9,Eurostat
IE,Ireland,137.0,2025,10,Eurostat
IE,Ireland,135.0,2025,11,Eurostat
IE,Ireland,141.0,2025,12,Eurostat
IE,Ireland,146.0,2026,1,Eurostat
IE,Ireland,148.0,2026,2,Eurostat
IE,Ireland,146.0,2026,3,Eurostat
IE,Ireland,140.0,2026,4,Eurostat
IS,Iceland,10.0,2025,7,Eurostat
IS,Iceland,10.0,2025,8,Eurostat
IS,Iceland,11.0,2025,9,Eurostat
IS,Iceland,11.0,2025,10,Eurostat
IS,Iceland,13.0,2025,11,Eurostat
IS,Iceland,14.0,2025,12,Eurostat
IS,Iceland,14.0,2026,1,Eurostat
IS,Iceland,14.0,2026,2,Eurostat
IT,Italy,1531.0,2025,7,Eurostat
IT,Italy,1499.0,2025,8,Eurostat
IT,Italy,1533.0,2025,9,Eurostat
IT,Italy,1480.0,2025,10,Eurostat
IT,Italy,1433.0,2025,11,Eurostat
IT,Italy,1425.0,2025,12,Eurostat
IT,Italy,1322.0,2026,1,Eurostat
IT,Italy,1361.0,2026,2,Eurostat
IT,Italy,1323.0,2026,3,Eurostat
JP,Japan,1680.0,2025,7,Eurostat
JP,Japan,1790.0,2025,8,Eurostat
JP,Japan,1810.0,2025,9,Eurostat
JP,Japan,1840.0,2025,10,Eurostat
JP,Japan,1800.0,2025,11,Eurostat
JP,Japan,1840.0,2025,12,Eurostat
JP,Japan,1910.0,2026,1,Eurostat
JP,Japan,1840.0,2026,2,Eurostat
JP,Japan,1860.0,2026,3,Eurostat
LT,Lithuania,107.0,2025,7,Eurostat
LT,Lithuania,108.0,2025,8,Eurostat
LT,Lithuania,104.0,2025,9,Eurostat
LT,Lithuania,105.0,2025,10,Eurostat
LT,Lithuania,104.0,2025,11,Eurostat
LT,Lithuania,104.0,2025,12,Eurostat
LT,Lithuania,101.0,2026,1,Eurostat
LT,Lithuania,104.0,2026,2,Eurostat
LT,Lithuania,102.0,2026,3,Eurostat
LU,Luxembourg,22.0,2025,7,Eurostat
LU,Luxembourg,22.0,2025,8,Eurostat
LU,Luxembourg,23.0,2025,9,Eurostat
LU,Luxembourg,23.0,2025,10,Eurostat
LU,Luxembourg,24.0,2025,11,Eurostat
LU,Luxembourg,24.0,2025,12,Eurostat
LU,Luxembourg,24.0,2026,1,Eurostat
LU,Luxembourg,24.0,2026,2,Eurostat
LU,Luxembourg,24.0,2026,3,Eurostat
LV,Latvia,68.0,2025,7,Eurostat
LV,Latvia,69.0,2025,8,Eurostat
LV,Latvia,67.0,2025,9,Eurostat
LV,Latvia,65.0,2025,10,Eurostat
LV,Latvia,65.0,2025,11,Eurostat
LV,Latvia,65.0,2025,12,Eurostat
LV,Latvia,65.0,2026,1,Eurostat
LV,Latvia,64.0,2026,2,Eurostat
LV,Latvia,61.0,2026,3,Eurostat
MK,North Macedonia,96.0,2025,7,Eurostat
MK,North Macedonia,95.0,2025,8,Eurostat
MK,North Macedonia,94.0,2025,9,Eurostat
MK,North Macedonia,93.0,2025,10,Eurostat
MK,North Macedonia,89.0,2025,11,Eurostat
MK,North Macedonia,87.0,2025,12,Eurostat
MK,North Macedonia,86.0,2026,1,Eurostat
MK,North Macedonia,85.0,2026,2,Eurostat
MK,North Macedonia,84.0,2026,3,Eurostat
MT,Malta,9.0,2025,7,Eurostat
MT,Malta,9.0,2025,8,Eurostat
MT,Malta,10.0,2025,9,Eurostat
MT,Malta,11.0,2025,10,Eurostat
MT,Malta,11.0,2025,11,Eurostat
MT,Malta,12.0,2025,12,Eurostat
MT,Malta,12.0,2026,1,Eurostat
MT,Malta,12.0,2026,2,Eurostat
MT,Malta,12.0,2026,3,Eurostat
NL,Netherlands,388.0,2025,7,Eurostat
NL,Netherlands,401.0,2025,8,Eurostat
NL,Netherlands,409.0,2025,9,Eurostat
NL,Netherlands,411.0,2025,10,Eurostat
NL,Netherlands,408.0,2025,11,Eurostat
NL,Netherlands,410.0,2025,12,Eurostat
NL,Netherlands,415.0,2026,1,Eurostat
NL,Netherlands,416.0,2026,2,Eurostat
NL,Netherlands,407.0,2026,3,Eurostat
NL,Netherlands,397.0,2026,4,Eurostat
NO,Norway,135.0,2025,7,Eurostat
NO,Norway,150.0,2025,8,Eurostat
NO,Norway,144.0,2025,9,Eurostat
NO,Norway,135.0,2025,10,Eurostat
NO,Norway,139.0,2025,11,Eurostat
NO,Norway,130.0,2025,12,Eurostat
NO,Norway,141.0,2026,1,Eurostat
NO,Norway,150.0,2026,2,Eurostat
NO,Norway,151.0,2026,3,Eurostat
PL,Poland,560.0,2025,7,Eurostat
PL,Poland,571.0,2025,8,Eurostat
PL,Poland,577.0,2025,9,Eurostat
PL,Poland,578.0,2025,10,Eurostat
PL,Poland,574.0,2025,11,Eurostat
PL,Poland,570.0,2025,12,Eurostat
PL,Poland,565.0,2026,1,Eurostat
PL,Poland,577.0,2026,2,Eurostat
PL,Poland,591.0,2026,3,Eurostat
PT,Portugal,333.0,2025,7,Eurostat
PT,Portugal,337.0,2025,8,Eurostat
PT,Portugal,336.0,2025,9,Eurostat
PT,Portugal,328.0,2025,10,Eurostat
PT,Portugal,319.0,2025,11,Eurostat
PT,Portugal,314.0,2025,12,Eurostat
PT,Portugal,315.0,2026,1,Eurostat
PT,Portugal,326.0,2026,2,Eurostat
PT,Portugal,328.0,2026,3,Eurostat
RO,Romania,485.0,2025,7,Eurostat
RO,Romania,495.0,2025,8,Eurostat
RO,Romania,491.0,2025,9,Eurostat
RO,Romania,496.0,2025,10,Eurostat
RO,Romania,512.0,2025,11,Eurostat
RO,Romania,499.0,2025,12,Eurostat
RO,Romania,491.0,2026,1,Eurostat
RO,Romania,495.0,2026,2,Eurostat
RO,Romania,504.0,2026,3,Eurostat
SE,Sweden,511.0,2025,7,Eurostat
SE,Sweden,509.0,2025,8,Eurostat
SE,Sweden,503.0,2025,9,Eurostat
SE,Sweden,539.0,2025,10,Eurostat
SE,Sweden,523.0,2025,11,Eurostat
SE,Sweden,510.0,2025,12,Eurostat
SE,Sweden,465.0,2026,1,Eurostat
SE,Sweden,487.0,2026,2,Eurostat
SE,Sweden,537.0,2026,3,Eurostat
SE,Sweden,486.0,2026,4,Eurostat
SI,Slovenia,39.0,2025,7,Eurostat
SI,Slovenia,41.0,2025,8,Eurostat
SI,Slovenia,43.0,2025,9,Eurostat
SI,Slovenia,44.0,2025,10,Eurostat
SI,Slovenia,43.0,2025,11,Eurostat
SI,Slovenia,42.0,2025,12,Eurostat
SI,Slovenia,40.0,2026,1,Eurostat
SI,Slovenia,39.0,2026,2,Eurostat
SI,Slovenia,40.0,2026,3,Eurostat
SK,Slovakia,150.0,2025,7,Eurostat
SK,Slovakia,150.0,2025,8,Eurostat
SK,Slovakia,151.0,2025,9,Eurostat
SK,Slovakia,152.0,2025,10,Eurostat
SK,Slovakia,153.0,2025,11,Eurostat
SK,Slovakia,154.0,2025,12,Eurostat
SK,Slovakia,155.0,2026,1,Eurostat
SK,Slovakia,154.0,2026,2,Eurostat
SK,Slovakia,154.0,2026,3,Eurostat
TR,Türkiye,2868.0,2025,7,Eurostat
TR,Türkiye,3036.0,2025,8,Eurostat
TR,Türkiye,3046.0,2025,9,Eurostat
TR,Türkiye,3011.0,2025,10,Eurostat
TR,Türkiye,3067.0,2025,11,Eurostat
TR,Türkiye,2762.0,2025,12,Eurostat
TR,Türkiye,2841.0,2026,1,Eurostat
TR,Türkiye,2969.0,2026,2,Eurostat
TR,Türkiye,2873.0,2026,3,Eurostat
US,United States,7234.0,2025,7,Eurostat
US,United States,7409.0,2025,8,Eurostat
US,United States,7568.0,2025,9,Eurostat
US,United States,7859.0,2025,11,Eurostat
US,United States,7516.0,2025,12,Eurostat
US,United States,7379.0,2026,1,Eurostat
US,United States,7640.0,2026,2,Eurostat
US,United States,7186.0,2026,3,Eurostat
